经度,纬度,海拔
104.422286987305,29.522846221924,
104.422378540039,29.522886276245,
104.422470092773,29.522926330566,
104.422561645508,29.522966384888,
104.422653198242,29.523006439209,
104.422744750977,29.523048400879,
104.422843933105,29.523088455200,
104.422935485840,29.523128509521,
104.423027038574,29.523168563843,
104.423118591309,29.523208618164,
104.423210144043,29.523248672485,
104.423301696777,29.523288726807,
104.423385620117,29.523324966431,
104.423393249512,29.523330688477,
104.423477172852,29.523380279541,
104.423568725586,29.523429870605,
104.423652648926,29.523479461670,
104.423736572266,29.523529052734,
104.423820495605,29.523580551147,
104.423912048340,29.523630142212,
104.423995971680,29.523679733276,
104.424079895020,29.523729324341,
104.424163818359,29.523778915405,
104.424255371094,29.523828506470,
104.424339294434,29.523878097534,
104.424423217773,29.523929595947,
104.424507141113,29.523979187012,
104.424598693848,29.524028778076,
104.424682617188,29.524078369141,
104.424766540527,29.524127960205,
104.424850463867,29.524177551270,
104.424942016602,29.524227142334,
104.425025939941,29.524278640747,
104.425109863281,29.524328231812,
104.425193786621,29.524377822876,
104.425285339355,29.524427413940,
104.425369262695,29.524477005005,
104.425453186035,29.524526596069,
104.425537109375,29.524576187134,
104.425628662109,29.524627685547,
104.425712585449,29.524677276611,
104.425796508789,29.524726867676,
104.425880432129,29.524776458740,
104.425956726074,29.524820327759,
104.425971984863,29.524826049805,
104.426055908203,29.524875640869,
104.426139831543,29.524923324585,
104.426231384277,29.524971008301,517.71
104.426315307617,29.525020599365,515.14
104.426406860352,29.525068283081,512.57
104.426490783691,29.525117874146,509.24
104.426574707031,29.525165557861,505.89
104.426666259766,29.525215148926,502.55
104.426750183105,29.525262832642,499.20
104.426841735840,29.525312423706,495.85
104.426925659180,29.525360107422,491.88
104.427009582520,29.525409698486,487.74
104.427101135254,29.525457382202,483.61
104.427185058594,29.525506973267,479.13
104.427268981934,29.525554656982,474.62
104.427360534668,29.525604248047,470.10
104.427444458008,29.525651931763,465.58
104.427536010742,29.525701522827,461.07
104.427619934082,29.525749206543,456.55
104.427703857422,29.525798797607,452.76
104.427795410156,29.525846481323,449.99
104.427879333496,29.525896072388,447.82
104.427963256836,29.525943756104,445.66
104.428054809570,29.525993347168,443.50
104.428138732910,29.526041030884,441.34
104.428230285645,29.526088714600,439.18
104.428314208984,29.526138305664,436.92
104.428367614746,29.526166915894,435.35
104.428390502930,29.526197433472,435.04
104.428443908691,29.526273727417,434.75
104.428497314453,29.526350021362,434.47
104.428550720215,29.526426315308,434.18
104.428604125977,29.526502609253,433.89
104.428665161133,29.526578903198,433.60
104.428718566895,29.526655197144,433.31
104.428771972656,29.526731491089,433.02
104.428825378418,29.526807785034,432.73
104.428878784180,29.526884078979,432.53
104.428932189941,29.526960372925,432.35
104.428993225098,29.527036666870,432.17
104.429046630859,29.527112960815,431.99
104.429100036621,29.527189254761,431.81
104.429153442383,29.527263641357,431.63
104.429206848145,29.527339935303,432.47
104.429222106934,29.527362823486,432.82
104.429222106934,29.527425765991,433.43
104.429214477539,29.527515411377,434.30
104.429206848145,29.527605056763,435.16
104.429199218750,29.527694702148,436.03
104.429199218750,29.527784347534,436.89
104.429191589355,29.527873992920,437.79
104.429183959961,29.527965545654,439.65
104.429176330566,29.528055191040,441.52
104.429168701172,29.528144836426,443.39
104.429168701172,29.528234481812,445.25
104.429161071777,29.528324127197,447.12
104.429153442383,29.528413772583,448.99
104.429145812988,29.528503417969,450.86
104.429138183594,29.528593063354,452.72
104.429138183594,29.528682708740,454.59
104.429130554199,29.528772354126,456.46
104.429122924805,29.528861999512,458.32
104.429115295410,29.528951644897,460.19
104.429107666016,29.529041290283,462.06
104.429107666016,29.529130935669,463.93
104.429100036621,29.529220581055,464.89
104.429092407227,29.529310226440,465.48
104.429084777832,29.529399871826,466.06
104.429077148438,29.529489517212,466.65
104.429077148438,29.529579162598,467.53
104.429069519043,29.529668807983,468.51
104.429061889648,29.529758453369,469.50
104.429054260254,29.529848098755,470.77
104.429054260254,29.529901504517,471.94
104.429046630859,29.529937744141,472.80
104.429023742676,29.530025482178,474.94
104.429008483887,29.530113220215,477.07
104.428993225098,29.530202865601,479.20
104.428970336914,29.530290603638,481.34
104.428955078125,29.530378341675,483.47
104.428939819336,29.530467987061,485.60
104.428916931152,29.530555725098,487.74
104.428901672363,29.530645370483,489.87
104.428886413574,29.530733108521,492.00
104.428863525391,29.530820846558,494.02
104.428848266602,29.530910491943,495.67
104.428833007812,29.530998229980,497.31
104.428810119629,29.531087875366,498.95
104.428794860840,29.531175613403,500.60
104.428771972656,29.531263351440,502.18
104.428756713867,29.531352996826,503.46
104.428741455078,29.531440734863,504.74
104.428718566895,29.531528472900,506.09
104.428703308105,29.531618118286,507.55
104.428688049316,29.531705856323,509.02
104.428665161133,29.531795501709,510.48
104.428649902344,29.531883239746,511.94
104.428634643555,29.531970977783,513.41
104.428611755371,29.532060623169,514.87
104.428596496582,29.532148361206,516.34
104.428581237793,29.532236099243,517.80
104.428558349609,29.532325744629,519.27
104.428543090820,29.532413482666,520.73
104.428535461426,29.532438278198,521.14
104.428512573242,29.532501220703,522.27
104.428482055664,29.532587051392,523.84
104.428459167480,29.532672882080,525.41
104.428428649902,29.532758712769,526.98
104.428398132324,29.532844543457,528.55
104.428367614746,29.532930374146,530.12
104.428337097168,29.533016204834,531.69
104.428306579590,29.533102035522,533.26
104.428276062012,29.533187866211,534.83
104.428245544434,29.533275604248,536.40
104.428215026855,29.533361434937,537.97
104.428184509277,29.533447265625,539.54
104.428161621094,29.533533096313,541.11
104.428131103516,29.533618927002,542.68
104.428100585938,29.533704757690,544.25
104.428070068359,29.533790588379,545.82
104.428039550781,29.533876419067,547.20
104.428024291992,29.533929824829,547.99
104.428016662598,29.533964157104,548.42
104.427993774414,29.534051895142,549.54
104.427978515625,29.534141540527,550.66
104.427963256836,29.534229278564,551.78
104.427940368652,29.534317016602,553.12
104.427925109863,29.534406661987,555.21
104.427909851074,29.534494400024,557.31
104.427886962891,29.534584045410,559.41
104.427871704102,29.534671783447,561.50
104.427848815918,29.534759521484,563.60
104.427833557129,29.534849166870,565.69
104.427818298340,29.534936904907,567.79
104.427795410156,29.535024642944,569.88
104.427780151367,29.535114288330,571.98
104.427764892578,29.535202026367,573.18
104.427742004395,29.535291671753,574.11
104.427726745605,29.535379409790,575.03
104.427711486816,29.535467147827,575.96
104.427688598633,29.535556793213,576.89
104.427673339844,29.535644531250,577.78
104.427658081055,29.535732269287,578.19
104.427635192871,29.535821914673,578.60
104.427619934082,29.535909652710,579.01
104.427604675293,29.535999298096,579.42
104.427581787109,29.536087036133,579.83
104.427566528320,29.536174774170,580.24
104.427543640137,29.536264419556,580.65
104.427528381348,29.536352157593,581.06
104.427513122559,29.536439895630,581.47
104.427505493164,29.536468505859,581.60
104.427490234375,29.536529541016,581.99
104.427467346191,29.536615371704,583.36
104.427444458008,29.536703109741,586.06
104.427421569824,29.536790847778,587.36
104.427398681641,29.536878585815,587.51
104.427375793457,29.536966323853,587.66
104.427352905273,29.537054061890,587.80
104.427330017090,29.537141799927,587.95
104.427307128906,29.537229537964,587.96
104.427276611328,29.537317276001,587.92
104.427253723145,29.537403106689,587.87
104.427230834961,29.537490844727,587.83
104.427207946777,29.537578582764,587.27
104.427185058594,29.537666320801,586.04
104.427162170410,29.537754058838,584.81
104.427139282227,29.537841796875,583.59
104.427116394043,29.537929534912,582.36
104.427093505859,29.538017272949,581.13
104.427070617676,29.538105010986,579.90
104.427047729492,29.538190841675,579.51
104.427024841309,29.538278579712,579.26
104.427001953125,29.538366317749,579.01
104.426986694336,29.538408279419,578.89
104.426986694336,29.538455963135,578.43
104.426986694336,29.538545608521,577.56
104.426986694336,29.538635253906,576.69
104.426986694336,29.538724899292,575.81
104.426986694336,29.538814544678,574.91
104.426986694336,29.538904190063,573.99
104.426986694336,29.538993835449,573.19
104.426986694336,29.539083480835,573.01
104.426986694336,29.539173126221,572.84
104.426986694336,29.539264678955,572.66
104.426986694336,29.539354324341,572.49
104.426986694336,29.539443969727,572.31
104.426986694336,29.539533615112,572.14
104.426986694336,29.539623260498,571.96
104.426986694336,29.539712905884,571.79
104.426986694336,29.539802551270,571.62
104.426986694336,29.539892196655,571.44
104.426986694336,29.539981842041,571.27
104.426986694336,29.540071487427,571.09
104.426986694336,29.540163040161,570.92
104.426986694336,29.540199279785,570.85
104.427017211914,29.540246963501,570.40
104.427062988281,29.540327072144,569.64
104.427108764648,29.540407180786,568.88
104.427154541016,29.540487289429,568.28
104.427200317383,29.540567398071,567.67
104.427246093750,29.540647506714,567.51
104.427291870117,29.540727615356,568.12
104.427337646484,29.540809631348,568.74
104.427383422852,29.540889739990,569.61
104.427429199219,29.540969848633,571.04
104.427482604980,29.541049957275,572.47
104.427528381348,29.541130065918,573.90
104.427574157715,29.541210174561,575.33
104.427619934082,29.541290283203,576.76
104.427665710449,29.541370391846,578.19
104.427711486816,29.541452407837,579.63
104.427757263184,29.541532516479,581.06
104.427803039551,29.541612625122,582.58
104.427848815918,29.541692733765,584.61
104.427848815918,29.541694641113,584.66
104.427902221680,29.541769027710,586.72
104.427955627441,29.541847229004,588.82
104.428009033203,29.541923522949,590.93
104.428062438965,29.541999816895,593.04
104.428115844727,29.542078018188,595.14
104.428169250488,29.542154312134,597.25
104.428222656250,29.542232513428,599.36
104.428276062012,29.542308807373,601.52
104.428329467773,29.542385101318,603.68
104.428382873535,29.542463302612,605.84
104.428436279297,29.542539596558,608.08
104.428489685059,29.542615890503,610.50
104.428543090820,29.542694091797,613.37
104.428588867188,29.542770385742,616.21
104.428642272949,29.542848587036,618.67
104.428695678711,29.542924880981,621.14
104.428749084473,29.543001174927,623.60
104.428802490234,29.543079376221,626.07
104.428855895996,29.543155670166,628.53
104.428878784180,29.543188095093,629.56
104.428909301758,29.543231964111,631.00
104.428962707520,29.543308258057,633.47
104.429023742676,29.543386459351,635.95
104.429077148438,29.543462753296,638.42
104.429130554199,29.543539047241,640.89
104.429183959961,29.543615341187,643.15
104.429237365723,29.543691635132,644.75
104.429290771484,29.543767929077,646.36
104.429344177246,29.543844223022,647.96
104.429397583008,29.543920516968,649.57
104.429450988770,29.543996810913,651.18
104.429504394531,29.544075012207,652.78
104.429557800293,29.544151306152,654.39
104.429618835449,29.544227600098,655.99
104.429672241211,29.544303894043,657.75
104.429725646973,29.544380187988,659.62
104.429779052734,29.544456481934,661.48
104.429832458496,29.544532775879,663.35
104.429885864258,29.544609069824,664.13
104.429939270020,29.544687271118,664.07
104.429992675781,29.544763565063,664.00
104.430046081543,29.544839859009,663.94
104.430099487305,29.544916152954,663.87
104.430152893066,29.544992446899,663.81
104.430213928223,29.545068740845,663.75
104.430252075195,29.545131683350,663.70
104.430259704590,29.545146942139,663.77
104.430305480957,29.545228958130,664.18
104.430343627930,29.545310974121,664.58
104.430389404297,29.545392990112,664.99
104.430427551270,29.545475006104,665.39
104.430473327637,29.545557022095,665.80
104.430511474609,29.545639038086,666.20
104.430557250977,29.545721054077,666.39
104.430595397949,29.545803070068,666.33
104.430641174316,29.545885086060,666.27
104.430679321289,29.545967102051,666.20
104.430725097656,29.546049118042,666.14
104.430763244629,29.546131134033,666.07
104.430809020996,29.546213150024,666.01
104.430847167969,29.546295166016,665.95
104.430892944336,29.546377182007,665.88
104.430931091309,29.546459197998,665.82
104.430938720703,29.546476364136,665.81
104.430969238281,29.546543121338,665.98
104.431007385254,29.546628952026,666.20
104.431037902832,29.546712875366,666.42
104.431076049805,29.546796798706,666.63
104.431114196777,29.546880722046,666.85
104.431144714355,29.546966552734,667.04
104.431182861328,29.547050476074,667.01
104.431221008301,29.547134399414,666.98
104.431251525879,29.547218322754,666.94
104.431289672852,29.547304153442,666.91
104.431320190430,29.547388076782,666.88
104.431358337402,29.547472000122,666.84
104.431396484375,29.547555923462,666.81
104.431427001953,29.547641754150,666.78
104.431465148926,29.547725677490,666.74
104.431503295898,29.547809600830,666.41
104.431533813477,29.547893524170,666.07
104.431571960449,29.547979354858,665.73
104.431602478027,29.548063278198,665.39
104.431625366211,29.548118591309,665.17
104.431655883789,29.548135757446,664.42
104.431747436523,29.548185348511,663.05
104.431831359863,29.548234939575,662.48
104.431915283203,29.548284530640,661.90
104.431999206543,29.548336029053,661.32
104.432090759277,29.548385620117,660.74
104.432174682617,29.548435211182,660.17
104.432258605957,29.548484802246,659.59
104.432342529297,29.548534393311,659.21
104.432434082031,29.548583984375,659.08
104.432518005371,29.548633575439,658.94
104.432601928711,29.548685073853,658.79
104.432685852051,29.548734664917,657.41
104.432777404785,29.548784255981,656.02
104.432861328125,29.548833847046,654.64
104.432945251465,29.548883438110,653.26
104.433029174805,29.548933029175,651.87
104.433120727539,29.548982620239,650.49
104.433204650879,29.549034118652,649.10
104.433288574219,29.549083709717,647.85
104.433372497559,29.549133300781,644.51
104.433464050293,29.549182891846,641.44
104.433547973633,29.549232482910,638.37
104.433631896973,29.549282073975,635.04
104.433692932129,29.549316406250,632.84
104.433723449707,29.549308776855,631.59
104.433822631836,29.549287796021,626.62
104.433929443359,29.549268722534,621.65
104.434028625488,29.549247741699,616.69
104.434127807617,29.549228668213,611.72
104.434226989746,29.549207687378,606.75
104.434326171875,29.549188613892,601.78
104.434432983398,29.549167633057,596.81
104.434532165527,29.549148559570,591.85
104.434631347656,29.549129486084,586.88
104.434730529785,29.549108505249,582.87
104.434829711914,29.549089431763,579.17
104.434936523438,29.549068450928,575.52
104.435035705566,29.549049377441,571.88
104.435134887695,29.549028396606,568.23
104.435234069824,29.549009323120,564.58
104.435333251953,29.548988342285,560.93
104.435432434082,29.548969268799,557.28
104.435539245605,29.548948287964,553.63
104.435638427734,29.548929214478,549.99
104.435737609863,29.548908233643,546.34
104.435836791992,29.548889160156,542.69
104.435928344727,29.548871994019,539.55
104.435935974121,29.548866271973,539.03
104.436027526855,29.548826217651,535.30
104.436126708984,29.548786163330,532.28
104.436218261719,29.548746109009,529.29
104.436309814453,29.548706054688,526.30
104.436401367188,29.548666000366,523.31
104.436492919922,29.548625946045,520.32
104.436584472656,29.548585891724,517.34
104.436676025391,29.548545837402,514.35
104.436767578125,29.548505783081,511.36
104.436859130859,29.548465728760,508.37
104.436958312988,29.548425674438,505.38
104.437049865723,29.548385620117,502.39
104.437141418457,29.548345565796,499.41
104.437232971191,29.548305511475,496.42
104.437324523926,29.548265457153,493.04
104.437416076660,29.548225402832,489.41
104.437507629395,29.548185348511,487.00
104.437599182129,29.548145294189,484.59
104.437698364258,29.548105239868,482.17
104.437789916992,29.548065185547,479.97
104.437881469727,29.548025131226,477.94
104.437973022461,29.547985076904,475.90
104.438064575195,29.547945022583,473.87
104.438156127930,29.547904968262,471.84
104.438247680664,29.547864913940,469.81
104.438339233398,29.547824859619,467.78
104.438438415527,29.547784805298,465.75
104.438529968262,29.547744750977,463.72
104.438621520996,29.547704696655,462.26
104.438713073730,29.547666549683,461.19
104.438804626465,29.547626495361,461.05
104.438896179199,29.547586441040,461.07
104.438987731934,29.547546386719,461.09
104.439018249512,29.547533035278,461.10
104.439086914062,29.547542572021,461.09
104.439193725586,29.547555923462,461.08
104.439292907715,29.547569274902,461.08
104.439392089844,29.547582626343,461.70
104.439498901367,29.547595977783,462.44
104.439598083496,29.547609329224,463.19
104.439697265625,29.547622680664,463.96
104.439804077148,29.547636032104,464.74
104.439903259277,29.547649383545,465.51
104.440010070801,29.547662734985,466.29
104.440109252930,29.547676086426,467.06
104.440208435059,29.547689437866,467.67
104.440315246582,29.547704696655,468.15
104.440414428711,29.547718048096,468.62
104.440521240234,29.547731399536,469.15
104.440620422363,29.547744750977,470.09
104.440719604492,29.547758102417,471.03
104.440826416016,29.547771453857,471.96
104.440925598145,29.547784805298,472.78
104.441024780273,29.547798156738,473.57
104.441131591797,29.547811508179,474.36
104.441230773926,29.547824859619,475.15
104.441337585449,29.547838211060,475.94
104.441436767578,29.547851562500,476.73
104.441535949707,29.547866821289,477.62
104.441642761230,29.547880172729,478.42
104.441741943359,29.547893524170,479.22
104.441841125488,29.547906875610,480.02
104.441947937012,29.547920227051,480.82
104.442047119141,29.547933578491,481.62
104.442153930664,29.547946929932,482.81
104.442253112793,29.547960281372,484.56
104.442352294922,29.547973632812,486.18
104.442459106445,29.547986984253,487.24
104.442459106445,29.547986984253,487.26
104.442451477051,29.548074722290,490.22
104.442443847656,29.548164367676,493.23
104.442436218262,29.548254013062,495.91
104.442420959473,29.548343658447,498.53
104.442413330078,29.548433303833,501.15
104.442405700684,29.548522949219,503.77
104.442398071289,29.548612594604,506.39
104.442390441895,29.548702239990,509.01
104.442375183105,29.548791885376,511.63
104.442367553711,29.548881530762,514.25
104.442359924316,29.548971176147,516.87
104.442352294922,29.549060821533,519.49
104.442344665527,29.549148559570,521.15
104.442337036133,29.549238204956,521.95
104.442321777344,29.549327850342,522.74
104.442314147949,29.549417495728,523.70
104.442306518555,29.549507141113,525.11
104.442298889160,29.549596786499,526.53
104.442291259766,29.549686431885,527.94
104.442283630371,29.549776077271,529.69
104.442268371582,29.549865722656,531.64
104.442260742188,29.549955368042,533.58
104.442253112793,29.550045013428,535.52
104.442245483398,29.550134658813,537.46
104.442237854004,29.550224304199,539.40
104.442222595215,29.550312042236,541.34
104.442214965820,29.550401687622,543.29
104.442207336426,29.550491333008,545.49
104.442199707031,29.550580978394,548.93
104.442192077637,29.550670623779,552.37
104.442184448242,29.550760269165,554.85
104.442169189453,29.550849914551,556.94
104.442161560059,29.550939559937,559.03
104.442153930664,29.551029205322,561.13
104.442146301270,29.551118850708,563.22
104.442138671875,29.551208496094,566.08
104.442131042480,29.551298141479,569.69
104.442115783691,29.551385879517,573.31
104.442115783691,29.551420211792,574.64
104.442092895508,29.551471710205,576.23
104.442054748535,29.551555633545,578.75
104.442016601562,29.551639556885,581.27
104.441978454590,29.551723480225,582.70
104.441940307617,29.551805496216,584.04
104.441902160645,29.551889419556,585.37
104.441864013672,29.551973342896,586.71
104.441818237305,29.552055358887,588.13
104.441780090332,29.552139282227,589.62
104.441741943359,29.552223205566,591.10
104.441703796387,29.552305221558,592.59
104.441665649414,29.552389144897,594.08
104.441627502441,29.552473068237,595.56
104.441589355469,29.552556991577,597.06
104.441551208496,29.552639007568,599.47
104.441513061523,29.552722930908,602.23
104.441474914551,29.552806854248,604.77
104.441436767578,29.552888870239,607.31
104.441398620605,29.552972793579,609.85
104.441360473633,29.553056716919,612.39
104.441322326660,29.553140640259,614.93
104.441284179688,29.553222656250,617.48
104.441246032715,29.553306579590,620.26
104.441207885742,29.553390502930,623.05
104.441169738770,29.553472518921,625.83
104.441131591797,29.553556442261,628.31
104.441093444824,29.553640365601,630.30
104.441055297852,29.553724288940,632.28
104.441017150879,29.553806304932,634.27
104.440979003906,29.553890228271,636.26
104.440940856934,29.553974151611,638.24
104.440902709961,29.554056167603,640.23
104.440856933594,29.554140090942,642.21
104.440818786621,29.554224014282,644.41
104.440780639648,29.554307937622,646.82
104.440742492676,29.554389953613,649.22
104.440742492676,29.554403305054,649.57
104.440689086914,29.554466247559,650.32
104.440635681152,29.554540634155,649.12
104.440574645996,29.554615020752,647.42
104.440521240234,29.554691314697,645.71
104.440460205078,29.554765701294,644.01
104.440406799316,29.554840087891,642.16
104.440345764160,29.554914474487,640.19
104.440292358398,29.554988861084,638.22
104.440231323242,29.555063247681,636.24
104.440177917480,29.555137634277,634.27
104.440116882324,29.555213928223,632.30
104.440055847168,29.555288314819,630.22
104.440002441406,29.555362701416,626.67
104.439941406250,29.555437088013,623.12
104.439888000488,29.555511474609,619.57
104.439826965332,29.555585861206,616.02
104.439773559570,29.555662155151,612.47
104.439712524414,29.555736541748,608.92
104.439659118652,29.555810928345,606.21
104.439598083496,29.555885314941,603.72
104.439544677734,29.555959701538,601.23
104.439483642578,29.556034088135,598.73
104.439430236816,29.556108474731,596.24
104.439369201660,29.556184768677,593.75
104.439361572266,29.556192398071,593.48
104.439331054688,29.556266784668,592.01
104.439292907715,29.556350708008,590.57
104.439262390137,29.556434631348,589.12
104.439224243164,29.556518554688,587.68
104.439186096191,29.556602478027,586.24
104.439147949219,29.556688308716,584.80
104.439117431641,29.556772232056,583.35
104.439079284668,29.556856155396,581.91
104.439041137695,29.556940078735,580.47
104.439002990723,29.557024002075,579.03
104.438964843750,29.557107925415,577.92
104.438934326172,29.557191848755,576.90
104.438896179199,29.557275772095,575.88
104.438858032227,29.557359695435,574.87
104.438819885254,29.557443618774,573.85
104.438789367676,29.557527542114,572.83
104.438751220703,29.557613372803,571.81
104.438713073730,29.557697296143,570.79
104.438674926758,29.557781219482,569.78
104.438644409180,29.557865142822,568.76
104.438606262207,29.557949066162,568.97
104.438568115234,29.558032989502,569.48
104.438529968262,29.558116912842,570.00
104.438499450684,29.558200836182,570.56
104.438461303711,29.558284759521,571.19
104.438423156738,29.558368682861,571.82
104.438385009766,29.558452606201,572.45
104.438354492188,29.558536529541,573.08
104.438331604004,29.558578491211,573.39
104.438346862793,29.558622360229,574.52
104.438369750977,29.558710098267,576.72
104.438392639160,29.558797836304,579.35
104.438423156738,29.558883666992,582.00
104.438446044922,29.558971405029,584.65
104.438468933105,29.559059143066,587.22
104.438499450684,29.559144973755,589.60
104.438522338867,29.559232711792,591.98
104.438545227051,29.559320449829,594.36
104.438568115234,29.559408187866,596.68
104.438598632812,29.559494018555,598.03
104.438621520996,29.559581756592,599.38
104.438644409180,29.559669494629,600.73
104.438674926758,29.559755325317,602.08
104.438697814941,29.559843063354,603.43
104.438720703125,29.559930801392,604.78
104.438743591309,29.560016632080,606.13
104.438774108887,29.560104370117,607.48
104.438796997070,29.560192108154,608.83
104.438819885254,29.560277938843,610.18
104.438850402832,29.560365676880,611.53
104.438873291016,29.560453414917,612.88
104.438896179199,29.560539245605,614.23
104.438919067383,29.560626983643,615.58
104.438949584961,29.560714721680,616.93
104.438972473145,29.560802459717,618.28
104.438995361328,29.560888290405,619.63
104.439018249512,29.560968399048,620.86
104.439025878906,29.560974121094,621.04
104.439086914062,29.561048507690,623.01
104.439147949219,29.561120986938,624.95
104.439201354980,29.561195373535,626.89
104.439262390137,29.561269760132,628.82
104.439323425293,29.561342239380,630.76
104.439384460449,29.561416625977,632.70
104.439437866211,29.561489105225,634.79
104.439498901367,29.561563491821,638.61
104.439559936523,29.561637878418,642.81
104.439620971680,29.561710357666,647.05
104.439674377441,29.561784744263,651.28
104.439735412598,29.561857223511,655.51
104.439796447754,29.561931610107,659.75
104.439857482910,29.562004089355,663.98
104.439910888672,29.562078475952,668.21
104.439971923828,29.562152862549,672.45
104.440032958984,29.562225341797,676.68
104.440093994141,29.562299728394,680.91
104.440155029297,29.562372207642,685.14
104.440208435059,29.562446594238,689.38
104.440223693848,29.562461853027,690.29
104.440307617188,29.562461853027,693.92
104.440406799316,29.562461853027,698.55
104.440513610840,29.562463760376,703.04
104.440612792969,29.562463760376,707.33
104.440719604492,29.562463760376,711.62
104.440818786621,29.562463760376,715.91
104.440925598145,29.562463760376,718.71
104.441024780273,29.562463760376,721.12
104.441131591797,29.562463760376,723.53
104.441230773926,29.562463760376,725.79
104.441337585449,29.562463760376,727.45
104.441436767578,29.562463760376,729.11
104.441543579102,29.562465667725,730.68
104.441650390625,29.562465667725,731.77
104.441749572754,29.562465667725,732.87
104.441856384277,29.562465667725,733.96
104.441955566406,29.562465667725,735.05
104.442062377930,29.562465667725,736.15
104.442161560059,29.562465667725,737.24
104.442268371582,29.562465667725,738.59
104.442367553711,29.562465667725,739.93
104.442474365234,29.562465667725,741.28
104.442573547363,29.562467575073,742.62
104.442634582520,29.562467575073,743.33
104.442680358887,29.562458038330,743.83
104.442779541016,29.562438964844,744.91
104.442878723145,29.562419891357,745.98
104.442977905273,29.562400817871,747.05
104.443084716797,29.562381744385,748.13
104.443183898926,29.562362670898,749.20
104.443283081055,29.562345504761,750.27
104.443382263184,29.562326431274,751.35
104.443489074707,29.562307357788,752.42
104.443588256836,29.562288284302,753.50
104.443687438965,29.562269210815,754.57
104.443786621094,29.562250137329,755.64
104.443893432617,29.562231063843,756.72
104.443992614746,29.562211990356,757.79
104.444091796875,29.562194824219,758.86
104.444190979004,29.562175750732,759.94
104.444297790527,29.562156677246,760.68
104.444396972656,29.562137603760,760.05
104.444496154785,29.562118530273,759.42
104.444595336914,29.562099456787,758.79
104.444694519043,29.562080383301,758.16
104.444801330566,29.562061309814,757.53
104.444900512695,29.562042236328,756.71
104.444999694824,29.562025070190,755.55
104.445098876953,29.562005996704,754.40
104.445205688477,29.561986923218,753.25
104.445304870605,29.561967849731,752.09
104.445404052734,29.561948776245,750.94
104.445503234863,29.561929702759,749.79
104.445610046387,29.561910629272,748.63
104.445709228516,29.561891555786,747.48
104.445808410645,29.561874389648,746.33
104.445907592773,29.561855316162,745.19
104.446014404297,29.561836242676,744.08
104.446113586426,29.561817169189,742.97
104.446212768555,29.561798095703,741.86
104.446311950684,29.561779022217,740.75
104.446411132812,29.561759948730,739.63
104.446517944336,29.561740875244,738.52
104.446586608887,29.561729431152,737.76
104.446617126465,29.561729431152,737.50
104.446723937988,29.561729431152,736.68
104.446823120117,29.561729431152,735.86
104.446929931641,29.561729431152,735.03
104.447029113770,29.561729431152,734.17
104.447135925293,29.561729431152,732.98
104.447235107422,29.561729431152,731.78
104.447341918945,29.561729431152,730.58
104.447441101074,29.561731338501,729.38
104.447547912598,29.561731338501,728.18
104.447647094727,29.561731338501,726.98
104.447753906250,29.561731338501,725.78
104.447853088379,29.561731338501,724.58
104.447959899902,29.561731338501,723.00
104.448066711426,29.561731338501,721.42
104.448165893555,29.561731338501,719.85
104.448272705078,29.561731338501,718.27
104.448371887207,29.561733245850,716.69
104.448478698730,29.561733245850,715.17
104.448577880859,29.561733245850,712.42
104.448684692383,29.561733245850,708.31
104.448783874512,29.561733245850,704.20
104.448890686035,29.561733245850,700.10
104.448989868164,29.561733245850,695.53
104.449096679688,29.561733245850,690.58
104.449195861816,29.561733245850,685.62
104.449302673340,29.561735153198,680.67
104.449409484863,29.561735153198,675.79
104.449508666992,29.561735153198,671.03
104.449508666992,29.561735153198,671.06
104.449516296387,29.561824798584,673.78
104.449531555176,29.561914443970,676.50
104.449539184570,29.562004089355,679.33
104.449554443359,29.562091827393,681.32
104.449562072754,29.562181472778,682.77
104.449577331543,29.562271118164,684.23
104.449584960938,29.562360763550,686.18
104.449600219727,29.562450408936,689.22
104.449607849121,29.562540054321,692.26
104.449623107910,29.562627792358,695.30
104.449630737305,29.562717437744,698.34
104.449645996094,29.562807083130,701.38
104.449653625488,29.562896728516,703.54
104.449668884277,29.562986373901,705.28
104.449676513672,29.563074111938,707.02
104.449676513672,29.563077926636,707.09
104.449630737305,29.563154220581,709.93
104.449584960938,29.563232421875,712.90
104.449531555176,29.563312530518,715.86
104.449485778809,29.563390731812,718.82
104.449440002441,29.563470840454,721.79
104.449386596680,29.563549041748,724.75
104.449340820312,29.563629150391,727.72
104.449287414551,29.563707351685,730.68
104.449241638184,29.563785552979,733.64
104.449188232422,29.563865661621,736.61
104.449142456055,29.563943862915,739.57
104.449096679688,29.564023971558,742.54
104.449043273926,29.564102172852,745.14
104.448997497559,29.564182281494,747.01
104.448944091797,29.564260482788,748.54
104.448898315430,29.564340591431,749.98
104.448844909668,29.564418792725,751.42
104.448799133301,29.564496994019,752.77
104.448745727539,29.564577102661,753.77
104.448699951172,29.564655303955,754.77
104.448654174805,29.564735412598,755.77
104.448600769043,29.564813613892,756.59
104.448554992676,29.564893722534,757.11
104.448501586914,29.564971923828,757.82
104.448478698730,29.565015792847,758.59
104.448448181152,29.565048217773,759.35
104.448387145996,29.565120697021,760.97
104.448326110840,29.565193176270,761.70
104.448265075684,29.565265655518,762.44
104.448204040527,29.565338134766,763.17
104.448143005371,29.565410614014,763.90
104.448081970215,29.565483093262,764.64
